Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
CM062264.1	8293230	8297202	1	minus	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase		0	protein-coding		KAK1891294.1	559	KUDE01_010122
CM062264.1	8321679	8322575	1	minus	Pre-mRNA-splicing factor CLF1		0	protein-coding		KAK1891437.1	298	KUDE01_010265
CM062264.1	8322979	8323940	1	minus	Recombination protein RecR		0	protein-coding		KAK1890743.1	206	KUDE01_009574
CM062264.1	8366668	8367363	1	plus	LINE-1 type transposase domain containing protein 1		0	protein-coding		KAK1891267.1	175	KUDE01_010095
CM062264.1	8470569	8497962	1	minus	Protein MTSS 2		0	protein-coding		KAK1891808.1	74	KUDE01_010634
CM062264.1	8509176	8515826	1	plus	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		0	protein-coding		KAK1891493.1	58	KUDE01_010321
CM062264.1	8524247	8531027	1	plus	7-dehydrocholesterol reductase		0	protein-coding		KAK1891391.1	478	KUDE01_010219
CM062264.1	8584590	8593870	1	minus	Chaperone protein DnaK		0	protein-coding		KAK1890668.1	115	KUDE01_009499
CM062264.1	8612761	8645144	1	minus	Matrix metalloproteinase-15		0	protein-coding		KAK1891463.1	669	KUDE01_010291
CM062264.1	8672502	8707746	1	plus	Adhesion G-protein coupled receptor G4		0	protein-coding		KAK1891527.1	919	KUDE01_010355
CM062264.1	8711457	8718092	1	plus	Adhesion G protein-coupled receptor G3		0	protein-coding		KAK1891064.1	475	KUDE01_009893
CM062264.1	8726169	8739363	1	plus	putative RNA polymerase II nuclear localization protein SLC7A6OS		0	protein-coding		KAK1891874.1	251	KUDE01_010699
CM062264.1	8747127	8771045	1	minus	Proprotein convertase subtilisin/kexin type 6		0	protein-coding		KAK1891568.1	916	KUDE01_010396
CM062264.1	8782529	8784063	1	minus	Pleckstrin like domain containing family F member 1		0	protein-coding		KAK1891440.1	308	KUDE01_010268
CM062264.1	8788289	8822677	1	minus	Two pore calcium channel protein 2		0	protein-coding		KAK1890752.1	960	KUDE01_009583
CM062264.1	8885085	8909759	1	plus	Dynein heavy chain 8 axonemal		0	protein-coding		KAK1891789.1	1255	KUDE01_010616
CM062264.1	8916328	8957552	1	plus	hypothetical protein		0	protein-coding		KAK1890717.1	3240	KUDE01_009548
CM062264.1	8966595	8968844	1	plus	hypothetical protein		0	protein-coding		KAK1891851.1	749	KUDE01_010676
CM062264.1	8972029	8986930	1	minus	Y+L amino acid transporter 2		0	protein-coding		KAK1891531.1	424	KUDE01_010359
CM062264.1	8995180	9009448	1	minus	Adhesion G-protein coupled receptor G5		0	protein-coding		KAK1891087.1	698	KUDE01_009915
CM062264.1	9034210	9048485	1	minus	Synapse-associated protein 1		0	protein-coding		KAK1891862.1	362	KUDE01_010687
CM062264.1	9049680	9051340	1	plus	putative phosphatase phospho2		0	protein-coding		KAK1891853.1	243	KUDE01_010678
CM062264.1	9052207	9089225	1	plus	E3 SUMO-protein ligase KIAA1586		0	protein-coding		KAK1891677.1	724	KUDE01_010505
CM062264.1	9118027	9118563	1	plus	Hepatic lectin		0	protein-coding		KAK1890689.1	178	KUDE01_009520
CM062264.1	9138103	9138522	1	plus	Coatomer subunit zeta-2		0	protein-coding		KAK1890990.1	139	KUDE01_009820
CM062264.1	9138930	9141518	1	plus	putative nicotinate-nucleotide adenylyltransferase		0	protein-coding		KAK1891532.1	235	KUDE01_010360
CM062264.1	9176564	9176899	1	minus	E3 SUMO-protein ligase KIAA1586		0	protein-coding		KAK1891775.1	111	KUDE01_010602
CM062264.1	9202394	9212993	1	minus	cAMP-dependent protein kinase regulatory subunit		0	protein-coding		KAK1891548.1	107	KUDE01_010376
CM062264.1	9218827	9219026	1	minus	Basement membrane proteoglycan		0	protein-coding		KAK1891688.1	67	KUDE01_010516
CM062264.1	9243179	9245810	1	minus	hypothetical protein		0	protein-coding		KAK1891340.1	94	KUDE01_010168
CM062264.1	9316753	9323265	1	minus	Arginine--tRNA ligase		0	protein-coding		KAK1891029.1	523	KUDE01_009859
CM062264.1	9345786	9346539	1	plus	50S ribosomal protein L17		0	protein-coding		KAK1891241.1	100	KUDE01_010069
CM062264.1	9425575	9427550	1	plus	Major vault protein		0	protein-coding		KAK1890712.1	66	KUDE01_009543
CM062264.1	9504844	9546426	1	plus	Cadherin-8		0	protein-coding		KAK1891453.1	504	KUDE01_010281
CM062264.1	9618892	9621619	1	plus	Autophagy-related protein 11		0	protein-coding		KAK1891246.1	251	KUDE01_010074
CM062264.1	9650126	9650356	1	minus	putative phosphatase SPAC5H10.03		0	protein-coding		KAK1891507.1	77	KUDE01_010335
CM062264.1	9819512	9825253	1	minus	4-hydroxy-tetrahydrodipicolinate synthase		0	protein-coding		KAK1891896.1	195	KUDE01_010720
CM062264.1	9825750	9825992	1	minus	NADH-quinone oxidoreductase subunit D		0	protein-coding		KAK1891771.1	80	KUDE01_010598
CM062264.1	9946036	9992727	1	minus	Kynurenine/alpha-aminoadipate aminotransferase mitochondrial		0	protein-coding		KAK1891622.1	248	KUDE01_010450
CM062264.1	10204578	10206399	1	minus	Zinc finger BED domain containing protein 4		0	protein-coding		KAK1890695.1	458	KUDE01_009526
CM062264.1	10273705	10273856	1	minus	Non-structural polyprotein 1AB		0	protein-coding		KAK1890698.1	50	KUDE01_009529
CM062264.1	10294754	10295098	1	minus	hypothetical protein		0	protein-coding		KAK1891240.1	114	KUDE01_010068
CM062264.1	10351066	10375892	1	minus	A disintegrin and metalloproteinase with thrombospondin motifs 18		0	protein-coding		KAK1891379.1	431	KUDE01_010207
CM062264.1	10427917	10437802	1	minus	A disintegrin and metalloproteinase with thrombospondin motifs 18		0	protein-coding		KAK1891504.1	195	KUDE01_010332
CM062264.1	10628816	10652094	1	minus	Phosphorylase b kinase regulatory subunit beta		0	protein-coding		KAK1891676.1	260	KUDE01_010504
CM062264.1	10663001	10703575	1	minus	Phosphorylase b kinase regulatory subunit beta		0	protein-coding		KAK1891405.1	230	KUDE01_010233
CM062264.1	10889776	10899398	1	minus	Protein cft1		0	protein-coding		KAK1890858.1	237	KUDE01_009689
CM062264.1	10905911	10922759	1	plus	T-cell immunomodulatory protein		0	protein-coding		KAK1890841.1	122	KUDE01_009672
CM062264.1	10927057	10950503	1	plus	Neuropilin and tolloid-like protein 2		0	protein-coding		KAK1890735.1	641	KUDE01_009566
CM062264.1	10951913	10952173	1	plus	ATP-dependent helicase rhp16		0	protein-coding		KAK1891663.1	86	KUDE01_010491
CM062264.1	10957644	10970989	1	plus	DnaJ like subfamily A member 2		0	protein-coding		KAK1891661.1	413	KUDE01_010489
CM062264.1	10977891	10989107	1	plus	Low-density lipoprotein receptor-related protein 3		0	protein-coding		KAK1890744.1	527	KUDE01_009575
CM062264.1	10997906	11026637	1	minus	Asc-type amino acid transporter 1		0	protein-coding		KAK1891171.1	498	KUDE01_009999
CM062264.1	11052339	11079883	1	plus	Rhophilin-2		0	protein-coding		KAK1891541.1	498	KUDE01_010369
CM062264.1	11088542	11134225	1	plus	Centrosomal protein of 89 kDa		0	protein-coding		KAK1891810.1	630	KUDE01_010636
CM062264.1	11136030	11136758	1	minus	E3 ubiquitin-protein ligase RNF182		0	protein-coding		KAK1891753.1	242	KUDE01_010581
CM062264.1	11234938	11259948	1	plus	Myocyte-specific enhancer factor 2A		0	protein-coding		KAK1891918.1	284	KUDE01_010742
CM062264.1	11286079	11325880	1	plus	Multiple C2 and transmembrane domain containing protein 2		0	protein-coding		KAK1891577.1	922	KUDE01_010405
CM062264.1	11362355	11366715	1	minus	COUP transcription factor 2		0	protein-coding		KAK1891072.1	430	KUDE01_009901
CM062264.1	11381562	11420170	1	minus	Solute carrier organic anion transporter family member 3A1		0	protein-coding		KAK1891388.1	684	KUDE01_010216
CM062264.1	11455832	11456526	1	minus	putative RNA helicase SDE3		0	protein-coding		KAK1891627.1	201	KUDE01_010455
CM062264.1	11462639	11463454	1	plus	High choriolytic enzyme 2		0	protein-coding		KAK1891860.1	271	KUDE01_010685
CM062264.1	11465897	11466700	1	plus	High choriolytic enzyme 1		0	protein-coding		KAK1891907.1	267	KUDE01_010731
CM062264.1	11469171	11469966	1	plus	High choriolytic enzyme 2		0	protein-coding		KAK1891543.1	236	KUDE01_010371
CM062264.1	11472452	11473255	1	plus	High choriolytic enzyme 1		0	protein-coding		KAK1890860.1	267	KUDE01_009691
CM062264.1	11475729	11476136	1	plus	High choriolytic enzyme 2		0	protein-coding		KAK1891070.1	135	KUDE01_009899
CM062264.1	11479035	11479838	1	plus	High choriolytic enzyme 1		0	protein-coding		KAK1891725.1	267	KUDE01_010553
CM062264.1	11482352	11483158	1	plus	High choriolytic enzyme 2		0	protein-coding		KAK1891015.1	268	KUDE01_009845
CM062264.1	11497251	11497619	1	plus	hypothetical protein		0	protein-coding		KAK1891139.1	122	KUDE01_009967
CM062264.1	11497850	11498131	1	plus	LINE-1 retrotransposable element ORF1 protein		0	protein-coding		KAK1891514.1	93	KUDE01_010342
CM062264.1	11547025	11548808	1	plus	DNA-directed RNA polymerase subunit beta		0	protein-coding		KAK1890640.1	122	KUDE01_009471
CM062264.1	11559339	11569206	1	minus	Gonadotropin-releasing hormone II receptor		0	protein-coding		KAK1891210.1	372	KUDE01_010038
CM062264.1	11602412	11603095	1	plus	General transcription factor II-I repeat domain containing protein 2A		0	protein-coding		KAK1890753.1	227	KUDE01_009584
CM062264.1	11611342	11613387	1	minus	Macrophage mannose receptor 1		0	protein-coding		KAK1891522.1	244	KUDE01_010350
CM062264.1	11614959	11621018	1	minus	Lactoylglutathione lyase		0	protein-coding		KAK1891478.1	155	KUDE01_010306
CM062264.1	11621783	11656606	1	minus	Bifunctional glutamate/proline--tRNA ligase		0	protein-coding		KAK1891852.1	1687	KUDE01_010677
CM062264.1	11660713	11665362	1	minus	Interferon-induced protein with tetratricopeptide repeats 1		0	protein-coding		KAK1890819.1	437	KUDE01_009650
CM062264.1	11673329	11676202	1	plus	60S ribosomal protein L12		0	protein-coding		KAK1890971.1	151	KUDE01_009802
CM062264.1	11691323	11695984	1	plus	Histone-lysine N-methyltransferase KMT5B		0	protein-coding		KAK1891770.1	864	KUDE01_010597
CM062264.1	11709822	11712054	1	plus	G2/mitotic-specific cyclin-B2		0	protein-coding		KAK1891251.1	364	KUDE01_010079
CM062264.1	11714551	11750898	1	plus	hypothetical protein		0	protein-coding		KAK1891320.1	319	KUDE01_010148
CM062264.1	11795638	11807224	1	plus	Tetraspanin-18		0	protein-coding		KAK1891909.1	243	KUDE01_010733
CM062264.1	11810229	11812646	1	plus	CD276 antigen		0	protein-coding		KAK1891277.1	161	KUDE01_010105
CM062264.1	11824564	11824977	1	plus	Malformin synthetase mlfA		0	protein-coding		KAK1891747.1	137	KUDE01_010575
CM062264.1	11857526	11857915	1	minus	putative sensor histidine kinase NtrY-like		0	protein-coding		KAK1890690.1	129	KUDE01_009521
CM062264.1	11866868	11880978	1	plus	Circadian-associated transcriptional repressor		0	protein-coding		KAK1891910.1	307	KUDE01_010734
CM062264.1	11882572	11950690	1	minus	putative E3 ubiquitin-protein ligase HERC1		0	protein-coding		KAK1891774.1	4808	KUDE01_010601
CM062264.1	11959855	11965904	1	minus	Death-associated protein kinase 3		0	protein-coding		KAK1891457.1	493	KUDE01_010285
CM062264.1	11969085	11972907	1	plus	SH2 domain containing protein 7		0	protein-coding		KAK1890892.1	380	KUDE01_009723
CM062264.1	11975977	11980556	1	plus	Ras-related protein Rab-11A		0	protein-coding		KAK1891665.1	209	KUDE01_010493
CM062264.1	11986142	12038205	1	minus	Multiple epidermal growth factor-like domains protein 10		0	protein-coding		KAK1891782.1	1028	KUDE01_010609
CM062264.1	12038493	12045523	1	plus	Microtubule cross-linking factor 1		0	protein-coding		KAK1891426.1	314	KUDE01_010254
CM062264.1	12094763	12098501	1	minus	Multiple epidermal growth factor-like domains protein 11		0	protein-coding		KAK1891270.1	84	KUDE01_010098
CM062264.1	12113255	12113530	1	plus	Transcription factor bHLH100		0	protein-coding		KAK1891503.1	91	KUDE01_010331
CM062264.1	12140179	12158174	1	plus	DIS3-like exonuclease 1		0	protein-coding		KAK1891402.1	632	KUDE01_010230
CM062264.1	12165796	12171142	1	minus	TIMELESS-interacting protein		0	protein-coding		KAK1891636.1	416	KUDE01_010464
CM062264.1	12173511	12178856	1	minus	Lactase-like protein		0	protein-coding		KAK1891378.1	569	KUDE01_010206
CM062264.1	12181502	12185467	1	plus	Gamma-crystallin N-B		0	protein-coding		KAK1891690.1	207	KUDE01_010518
CM062264.1	12186261	12188484	1	minus	G2/mitotic-specific cyclin-B2		0	protein-coding		KAK1891377.1	365	KUDE01_010205
CM062264.1	12190453	12206741	1	minus	Cysteine--tRNA ligase cytoplasmic		0	protein-coding		KAK1890991.1	724	KUDE01_009821
CM062264.1	12206973	12219604	1	plus	Peroxisomal membrane protein PEX16		0	protein-coding		KAK1891500.1	345	KUDE01_010328
CM062264.1	12222095	12232824	1	minus	ADP-ribosylation factor GTPase-activating protein 2		0	protein-coding		KAK1891122.1	567	KUDE01_009950
CM062264.1	12236434	12247947	1	plus	Oncoprotein-induced transcript 3 protein		0	protein-coding		KAK1891105.1	758	KUDE01_009933
CM062264.1	12256369	12301060	1	plus	Kinesin-like protein KIF13B		0	protein-coding		KAK1890629.1	1753	KUDE01_009460
CM062264.1	12315664	12338147	1	minus	Tyrosyl-DNA phosphodiesterase 1		0	protein-coding		KAK1891268.1	1110	KUDE01_010096
CM062264.1	12352593	12372061	1	plus	Protein kinase C and casein kinase II substrate protein 3		0	protein-coding		KAK1890787.1	397	KUDE01_009618
CM062264.1	12377517	12398097	1	minus	Golgi apparatus protein 1		0	protein-coding		KAK1891275.1	1101	KUDE01_010103
CM062264.1	12406036	12409878	1	plus	Troponin I fast skeletal muscle		0	protein-coding		KAK1890631.1	170	KUDE01_009462
CM062264.1	12410688	12417261	1	plus	Gamma-secretase subunit Aph-1b		0	protein-coding		KAK1891699.1	258	KUDE01_010527
CM062264.1	12464914	12477794	1	plus	Otogelin		0	protein-coding		KAK1891598.1	1039	KUDE01_010426
CM062264.1	12495516	12495931	1	plus	Potassium voltage-gated channel subfamily F member 1		0	protein-coding		KAK1890699.1	97	KUDE01_009530
CM062264.1	12520384	12522771	1	plus	Myoblast determination protein 1 like		0	protein-coding		KAK1891361.1	270	KUDE01_010189
CM062264.1	12525251	12538427	1	minus	Troponin T fast skeletal muscle isoforms-like		0	protein-coding		KAK1891479.1	279	KUDE01_010307
CM062264.1	12553680	12597051	1	minus	Lymphocyte-specific protein 1		0	protein-coding		KAK1891617.1	580	KUDE01_010445
CM062264.1	12554531	12555351	1	plus	Transcription elongation factor SPT4		0	protein-coding		KAK1891025.1	231	KUDE01_009855
CM062264.1	12560821	12561654	1	plus	Proline-rich protein 33		0	protein-coding		KAK1891758.1	277	KUDE01_010586
CM062264.1	12627824	12631770	1	minus	putative C-type lectin domain family 20 member A		0	protein-coding		KAK1891681.1	367	KUDE01_010509
CM062264.1	12634338	12637841	1	minus	Forkhead box protein N5		0	protein-coding		KAK1890920.1	301	KUDE01_009751
CM062264.1	12638835	12644989	1	minus	V-type proton ATPase subunit d 1		0	protein-coding		KAK1891143.1	350	KUDE01_009971
CM062264.1	12691205	12693992	1	plus	Low choriolytic enzyme		0	protein-coding		KAK1890734.1	255	KUDE01_009565
CM062264.1	12694989	12700518	1	plus	E3 SUMO-protein ligase KIAA1586		0	protein-coding		KAK1890678.1	371	KUDE01_009509
CM062264.1	12701028	12701585	1	plus	E3 SUMO-protein ligase KIAA1586		0	protein-coding		KAK1891597.1	185	KUDE01_010425
CM062264.1	12702025	12702276	1	plus	Unconventional myosin-XVB		0	protein-coding		KAK1891783.1	83	KUDE01_010610
CM062264.1	12702433	12702864	1	plus	Bifunctional purine biosynthesis protein PurH		0	protein-coding		KAK1891705.1	143	KUDE01_010533
CM062264.1	12736231	12739856	1	plus	Low choriolytic enzyme		0	protein-coding		KAK1890747.1	110	KUDE01_009578
CM062264.1	12747136	12751312	1	minus	Low choriolytic enzyme		0	protein-coding		KAK1890779.1	120	KUDE01_009610
CM062264.1	12760027	12764771	1	plus	Low choriolytic enzyme		0	protein-coding		KAK1890603.1	254	KUDE01_009434
CM062264.1	12808415	12809689	1	plus	Diacylglycerol O-acyltransferase 2		0	protein-coding		KAK1890641.1	61	KUDE01_009472
CM062264.1	12824412	12825976	1	plus	Complement C1q tumor necrosis factor-related protein 4		0	protein-coding		KAK1891551.1	190	KUDE01_010379
CM062264.1	12832574	12837528	1	minus	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3 mitochondrial		0	protein-coding		KAK1890686.1	259	KUDE01_009517
CM062264.1	12838708	12843894	1	minus	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1		0	protein-coding		KAK1890835.1	109	KUDE01_009666
CM062264.1	12845954	12846985	1	plus	putative RNA-directed DNA polymerase from transposon X-element		0	protein-coding		KAK1890989.1	343	KUDE01_009819
CM062264.1	12847987	12848760	1	plus	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 4		0	protein-coding		KAK1891411.1	257	KUDE01_010239
CM062264.1	12856757	12872692	1	minus	Vacuolar protein sorting-associated protein 33B		0	protein-coding		KAK1890968.1	1110	KUDE01_009799
CM062264.1	12873211	12875871	1	plus	Guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1		0	protein-coding		KAK1890684.1	179	KUDE01_009515
CM062264.1	12879170	12885338	1	plus	Microfibrillar-associated protein 1		0	protein-coding		KAK1891189.1	351	KUDE01_010017
CM062264.1	12885380	12887729	1	minus	Huntingtin-interacting protein K		0	protein-coding		KAK1890938.1	121	KUDE01_009769
CM062264.1	12895224	12900732	1	plus	Sphingosine kinase 1		0	protein-coding		KAK1890878.1	73	KUDE01_009709
CM062264.1	12901305	12916759	1	plus	Serine incorporator 4		0	protein-coding		KAK1891161.1	415	KUDE01_009989
CM062264.1	12930257	12965222	1	minus	ADAMTS-like protein 5		0	protein-coding		KAK1891175.1	577	KUDE01_010003
CM062264.1	12988211	13006784	1	minus	CREB-regulated transcription coactivator 3		0	protein-coding		KAK1891593.1	460	KUDE01_010421
CM062264.1	13026878	13037334	1	minus	CREB-regulated transcription coactivator 3		0	protein-coding		KAK1890633.1	128	KUDE01_009464
CM062264.1	13051214	13082706	1	minus	Ras GTPase-activating-like protein IQGAP1		0	protein-coding		KAK1891744.1	1442	KUDE01_010572
CM062264.1	13097507	13099595	1	plus	Cocaine- and amphetamine-regulated transcript protein		0	protein-coding		KAK1891788.1	164	KUDE01_010615
CM062264.1	13102750	13104669	1	plus	putative tyrosine-protein kinase Wsck		0	protein-coding		KAK1891074.1	229	KUDE01_009903
CM062264.1	13132442	13133363	1	plus	Cocaine- and amphetamine-regulated transcript protein		0	protein-coding		KAK1891075.1	127	KUDE01_009904
CM062264.1	13142017	13143850	1	minus	Protein CDKN2AIP like A		0	protein-coding		KAK1891323.1	277	KUDE01_010151
CM062264.1	13144672	13152021	1	plus	Gamma-tubulin complex component 4		0	protein-coding		KAK1890862.1	628	KUDE01_009693
CM062264.1	13152960	13173551	1	minus	TP53-binding protein 1		0	protein-coding		KAK1891138.1	1678	KUDE01_009966
CM062264.1	13178852	13181065	1	plus	Electromotor neuron-associated protein 1		0	protein-coding		KAK1891148.1	268	KUDE01_009976
CM062264.1	13210488	13221461	1	plus	Microtubule-associated protein 1A		0	protein-coding		KAK1891861.1	2550	KUDE01_010686
CM062264.1	13230053	13258794	1	minus	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1		0	protein-coding		KAK1890740.1	1473	KUDE01_009571
CM062264.1	13275656	13289934	1	plus	Aggrecan core protein		0	protein-coding		KAK1891337.1	1481	KUDE01_010165
CM062264.1	13297409	13310515	1	plus	Zinc finger protein 408		0	protein-coding		KAK1891932.1	832	KUDE01_010756
CM062264.1	13324355	13324711	1	plus	Alpha-2 adrenergic receptor		0	protein-coding		KAK1890978.1	118	KUDE01_009808
CM062264.1	13335078	13336231	1	plus	Alpha-2Db adrenergic receptor		0	protein-coding		KAK1891584.1	349	KUDE01_010412
CM062264.1	13371842	13375516	1	minus	4'-phosphopantetheinyl transferase Sfp		0	protein-coding		KAK1891669.1	216	KUDE01_010497
CM062264.1	13385231	13393538	1	plus	Cathepsin D		0	protein-coding		KAK1891299.1	396	KUDE01_010127
